Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Efficiency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Publication Date
21,18.0,39,18,Oakleaf-FX,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","Information Technology Center, The University of Tokyo",Fujitsu,Japan,2012,Academic,76800,0,1043000.0,1135411.0,91.86,4058880,0,1176.8,886.3,Cluster,SPARC64 IXfx 16C 1.848GHz,Sparc,1848,Linux,Linux,,16,SPARC64 IXfx,PRIMEHPC FX10,Fujitsu Cluster,Custom Interconnect,Tofu interconnect,Eastern Asia,Asia,11/2012
22,19.0,34,2,Roadrunner,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband",DOE/NNSA/LANL,IBM,United States,2009,Research,122400,110160,1042000.0,1375776.0,75.74,2249343,0,2345.0,444.35,Cluster,PowerXCell 8i 9C 3.200GHz,Power,3200,Linux,Linux,IBM PowerXCell 8i,9,PowerXCell 8i,BladeCenter QS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
23,20.0,39,20,DiRAC,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",University of Edinburgh,IBM,United Kingdom,2012,Academic,98304,0,1035295.0,1258291.0,82.28,0,0,493.12,2099.48,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,11/2012
24,,40,24,,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Computational Infrastructure, Australian National University",Fujitsu,Australia,2012,Research,53504,0,978600.0,1112883.0,87.93,3290496,561792,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Fujitsu PRIMERGY CX250 S1,Fujitsu Cluster,Infiniband,Infiniband FDR,Australia and New Zealand,Oceania,11/2012
25,21.0,37,11,Kraken XT5,Cray XT5-HE Opteron Six Core 2.6 GHz,National Institute for Computational Sciences/University of Tennessee,Cray Inc.,United States,2011,Academic,112800,0,919100.0,1173000.0,78.35,3844936,0,3090.0,297.44,MPP,Opteron Six Core 6C 2.600GHz,AMD x86_64,2600,Linux,Linux,,6,Opteron Six Core,Cray XT5-HE,Cray XT,Proprietary Network,Proprietary,North America,Americas,11/2012
26,22.0,37,13,Lomonosov,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR",Moscow State University - Research Computing Center,T-Platforms,Russia,2011,Academic,78660,29820,901900.0,1700210.0,53.05,2150399,0,2800.0,322.11,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2070,6,Xeon 5600-series (Westmere-EP),T-Platforms T-Blade2,T-Platforms Cluster,Infiniband,Infiniband,Eastern Europe,Europe,11/2012
27,24.0,38,12,HERMIT,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",HWW/Universitaet Stuttgart,Cray Inc.,Germany,2011,Industry,113472,0,831400.0,1043942.4,79.64,3555552,0,,,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe,11/2012
28,26.0,38,14,Sunway Blue Light,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR",National Supercomputing Center in Jinan,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,137200,0,795900.0,1070160.0,74.37,3375120,0,1074.0,741.06,Cluster,ShenWei processor SW1600 16C 975MHz,Others,975,Linux,Linux,,16,ShenWei,Sunway BlueLight MPP,Sunway BlueLight MPP,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
29,27.0,38,15,Zin,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Appro International,United States,2011,Research,46208,0,773700.0,961126.4,80.5,3260400,1630200,924.16,837.19,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas,11/2012
30,28.0,38,16,Tianhe-1A Hunan Solution,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050",National Super Computer Center in Hunan,NUDT,China,2011,Research,53248,28672,771700.0,1342750.72,57.47,2200000,0,1155.07,668.1,MPP,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia,11/2012
31,29.0,39,29,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",CNRS/IDRIS-GENCI,IBM,France,2012,Academic,65536,0,690197.0,838861.0,82.28,0,0,328.75,2099.46,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Western Europe,Europe,11/2012
32,30.0,39,30,Zumbrota,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",EDF R&D,IBM,France,2012,Industry,65536,0,690197.0,838861.0,82.28,0,0,328.75,2099.46,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Western Europe,Europe,11/2012
33,31.0,39,31,Avoca,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Victorian Life Sciences Computation Initiative,IBM,Australia,2012,Research,65536,0,690197.0,838861.0,82.28,0,0,328.75,2099.46,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Australia and New Zealand,Oceania,11/2012
34,53.0,36,18,Raptor,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect",Air Force Research Laboratory - ARFL DSRC,Cray Inc.,United States,2010,Research,85440,0,674900.0,854400.0,78.99,0,0,,,MPP,Opteron 16C 2.500GHz,AMD x86_64,2500,Linux,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas,11/2012
35,32.0,37,24,HECToR,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",University of Edinburgh,Cray Inc.,United Kingdom,2011,Academic,90112,0,660243.0,829030.4,79.64,0,0,,,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Northern Europe,Europe,11/2012
36,,40,36,MareNostrum,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Barcelona Supercomputing Center,IBM,Spain,2012,Academic,33664,0,636885.0,700211.0,90.96,0,0,699.26,910.8,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Southern Europe,Europe,11/2012
37,34.0,38,483,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",ECMWF,IBM,United Kingdom,2011,Research,24576,0,612226.0,754188.28,81.18,0,0,1386.91,441.43,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,11/2012
38,35.0,38,55,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",ECMWF,IBM,United Kingdom,2011,Research,24576,0,612226.0,754188.28,81.18,0,0,1386.91,441.43,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,11/2012
39,,40,39,,"SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Central Research Institute of Electric Power Industry/CRIEPI,SGI,Japan,2012,Research,32256,0,582100.0,670925.0,86.76,2648520,0,720.0,808.47,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,,8,Intel Xeon E5,SGI Altix X,SGI Altix,Infiniband,Infiniband FDR,Eastern Asia,Asia,11/2012
40,33.0,38,20,Gaea C2,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2011,Research,77824,0,565700.0,715981.0,79.01,0,0,972.0,582.0,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas,11/2012
41,36.0,39,36,SAKURA,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",High Energy Accelerator Research Organization /KEK,IBM,Japan,2012,Research,49152,0,517648.0,629146.0,82.28,0,0,246.56,2099.48,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia,11/2012
42,,40,42,HIMAWARI,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",High Energy Accelerator Research Organization /KEK,IBM,Japan,2012,Research,49152,0,517648.0,629146.0,82.28,0,0,246.56,2099.48,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia,11/2012
43,37.0,35,19,Mole-8.5,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","Institute of Process Engineering, Chinese Academy of Sciences","IPE, Nvidia, Tyan",China,2011,Academic,29440,0,496500.0,1012650.0,49.03,768000,0,540.0,919.44,Cluster,Xeon X5520 4C 2.267GHz,Intel Nehalem,2267,Linux,Linux,NVIDIA 2050,4,Xeon 5500-series (Nehalem-EP),Mole-8.5 Cluster,Mole-8.5 Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
44,,40,44,,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090",Geoscience (P),Hewlett-Packard,United States,2012,Industry,40320,23040,461793.0,1141459.0,40.46,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
45,,40,45,,"Fujitsu PRIMERGY CX400, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","Research Institute for Information Technology, Kyushu University",Fujitsu,Japan,2012,Academic,23616,0,460300.0,510106.0,90.24,4161536,0,,,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,,8,Intel Xeon E5,Fujitsu PRIMERGY CX400,Fujitsu Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,11/2012
46,43.0,38,63,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,18432,0,459170.0,565641.22,81.18,0,0,1040.18,441.43,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,11/2012
47,38.0,31,4,Intrepid,Blue Gene/P Solution,DOE/SC/Argonne National Laboratory,IBM,United States,2007,Research,163840,0,458611.0,557056.0,82.33,0,0,1260.0,363.98,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas,11/2012
48,,40,48,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company (D),Hewlett-Packard,United States,2012,Industry,32256,0,457570.7,670925.0,68.2,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
49,39.0,35,10,Red Sky,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband",Sandia National Laboratories / National Renewable Energy Laboratory,Sun Microsystems,United States,2010,Research,42440,0,433500.0,497396.0,87.15,2504421,0,,,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,,4,Xeon 5500-series (Nehalem-EP),Sun Blade x6275,Sun Blade System,Infiniband,Infiniband,North America,Americas,11/2012
50,40.0,32,7,Ranger,"SunBlade x6420, Opteron QC 2.3 Ghz, Infiniband",Texas Advanced Computing Center/Univ. of Texas,Sun Microsystems,United States,2008,Academic,62976,0,433200.0,579379.2,74.77,0,0,2000.0,216.6,Cluster,Opteron Quad Core 4C 2.300GHz,AMD x86_64,2300,Linux,Linux,,4,Opteron Quad Core,Sun Blade x6420,Sun Blade System,Infiniband,Infiniband,North America,Americas,11/2012
51,41.0,39,41,HA-PACS,"Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","Center for Computational Sciences, University of Tsukuba",Appro International / Cray Inc.,Japan,2012,Academic,20800,16640,421600.0,778128.0,54.18,1954559,0,407.29,1035.13,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5,Xtream-X GreenBlade 8204,Appro Xtreme-X,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
52,,40,52,SANAM,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000",King Abdulaziz City for Science and Technology,Adtech,Saudi Arabia,2012,Research,38400,33600,421200.0,1098000.0,38.36,1754880,0,179.15,2351.1,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,AMD FirePro S10000,8,Intel Xeon E5,Adtech ESC4000/FDR G2,Adtech Cluster,Infiniband,Infiniband FDR,Western Asia,Asia,11/2012
53,,40,53,Discover,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P",NASA Center for Climate Simulation,IBM,United States,2012,Government,35568,28080,417256.0,628842.24,66.35,960000,0,215.6,1935.32,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas,11/2012
54,42.0,33,9,Dawn,Blue Gene/P Solution,DOE/NNSA/LLNL,IBM,United States,2009,Research,147456,0,415700.0,501350.0,82.92,2958335,0,1134.0,366.58,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas,11/2012
55,,40,55,HPCEE,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",DOE/National Energy Technology Laboratory,SGI,United States,2012,Research,24192,0,413500.0,503194.0,82.18,2422554,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,SGI Rackable C2112-4RP3,Rackable Cluster,Infiniband,Infiniband QDR,North America,Americas,11/2012
56,44.0,39,44,,"SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Norwegian University of Science and Technology,SGI,Norway,2012,Academic,22048,0,396700.0,458598.0,86.5,2203320,0,537.0,738.73,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,,8,Intel Xeon E5,SGI Altix X,SGI Altix,Infiniband,Infiniband FDR,Northern Europe,Europe,11/2012
57,51.0,38,62,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,15360,0,382642.0,471367.68,81.18,0,0,866.82,441.43,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,11/2012
58,165.0,35,112,Endeavor,"Intel Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi",Intel,Intel,United States,2011,Industry,27489,21777,379306.0,502084.8,75.55,1566720,0,299.88,1264.86,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi,8,Intel Xeon E5,Intel Cluster,Intel Cluster,Infiniband,Infiniband FDR,North America,Americas,11/2012
59,,40,59,MVS-10P,"RSC Tornado, Xeon E5-2690 8C 2.900GHz, Infiniband FDR, Intel Xeon Phi",Joint Supercomputer Center,RSC Group,Russia,2012,Academic,28704,25376,375700.0,523827.2,71.72,1180160,0,222.7,1687.02,Cluster,Xeon E5-2690 8C 2.900GHz,Intel SandyBridge,2900,Linux,Linux,Intel Xeon Phi,8,Intel Xeon E5,RSC Tornado,RSC Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe,11/2012
60,,40,60,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company,Hewlett-Packard,United States,2012,Industry,25568,0,371738.3,531814.0,69.9,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
61,45.0,38,27,Bull Benchmarks SuperComputer II,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR",Bull,Bull SA,France,2011,Vendor,20480,0,360868.0,442368.0,81.58,2568384,0,,,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe,11/2012
62,,40,62,Pershing,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),IBM,United States,2012,Government,20160,0,350729.0,419328.0,83.64,0,0,400.68,875.33,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
63,46.0,39,46,Cab,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Appro International,United States,2012,Research,20480,0,347400.0,425984.0,81.55,2168320,0,421.2,824.79,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas,11/2012
64,47.0,38,45,Luna,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,20480,0,347400.0,425984.0,81.55,2168320,1084160,448.0,775.45,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas,11/2012
65,48.0,39,48,Vulcan,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",DOE/NNSA/LLNL,IBM,United States,2012,Research,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,11/2012
66,49.0,38,64,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM - Rochester,IBM,United States,2011,Vendor,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,11/2012
67,50.0,38,29,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM - Rochester,IBM,United States,2011,Vendor,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,11/2012
68,,40,68,BGQ,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",Southern Ontario Smart Computing Innovation Consortium/University of Toronto,IBM,Canada,2012,Academic,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,11/2012
69,,40,69,,"SGI Altix X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Wright-Patterson AFB,SGI,United States,2012,Government,18432,0,339500.0,383386.0,88.55,2049600,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,,8,Intel Xeon E5,SGI Altix X,SGI Altix,Infiniband,Infiniband FDR,North America,Americas,11/2012
70,52.0,39,52,Pecos,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2012,Research,19712,0,336800.0,410010.0,82.14,2108876,1054438,421.2,799.62,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas,11/2012
71,54.0,38,61,Chama,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2011,Research,19680,0,332000.0,409344.0,81.11,2086572,1043286,453.6,731.92,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas,11/2012
72,,40,72,Haise,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Navy DSRC,IBM,United States,2012,Government,18816,0,327347.0,391373.0,83.64,0,0,373.97,875.33,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
73,,40,73,Kilrain,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Navy DSRC,IBM,United States,2012,Government,18816,0,327347.0,391373.0,83.64,0,0,373.97,875.33,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
74,109.0,38,71,Zeus,"SGI Altix ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR",NOAA Environmental Security Computer Center,SGI,United States,2011,Research,27600,0,322900.0,382648.32,84.39,2322432,0,,,MPP,Xeon X5690 6C 3.470GHz,Intel Nehalem,3470,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),SGI ICE 8400EX,SGI Altix,Infiniband,Infiniband QDR,North America,Americas,11/2012
75,172.0,36,118,Keeneland,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090",Georgia Institute of Technology,Hewlett-Packard,United States,2011,Research,16896,12672,319560.4,614539.2,52.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5,Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas,11/2012
76,116.0,36,44,Garnet,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect",ERDC DSRC,Cray Inc.,United States,2010,Research,40352,0,318745.0,403520.0,78.99,0,0,,,MPP,Opteron 16C 2.500GHz,AMD x86_64,2500,Linux,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas,11/2012
77,144.0,36,53,Blackthorn,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Atomic Weapons Establishment,Bull SA,United Kingdom,2010,Classified,17856,0,318000.0,371404.8,85.62,2668480,0,446.4,712.37,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe,11/2012
78,56.0,36,20,Haeon,Cray XE6 12-core 2.1 GHz,Korea Meteorological Administration,Cray Inc.,"Korea, South",2010,Research,45120,0,316400.0,379008.0,83.48,0,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia,11/2012
79,55.0,36,19,Haedam,Cray XE6 12-core 2.1 GHz,Korea Meteorological Administration,Cray Inc.,"Korea, South",2010,Research,45120,0,316400.0,379008.0,83.48,0,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia,11/2012
80,57.0,34,21,Monte Rosa,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",Swiss Scientific Computing Center (CSCS),Cray Inc.,Switzerland,2011,Research,47840,0,316200.0,401856.0,78.68,2294400,0,780.0,405.38,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe,11/2012
